SclId,Altitude,Cadence,Distance,Heartrate,Latitude,Longitude,Power,Time
MyFirstDevice,328,92,0.004,137,44.968046,-94.420307,326,2012-07-29T18:06:24Z
MyFirstDevice,328,103,0.053,142,44.968041,-94.419696,354,2012-07-29T18:06:30Z
MyFirstDevice,328,103,0.061,143,44.96804,-94.41959,354,2012-07-29T18:06:31Z
MyFirstDevice,328,99,0.069,144,44.968039,-94.419481,353,2012-07-29T18:06:32Z
MyFirstDevice,328,99,0.077,145,44.968039,-94.419376,353,2012-07-29T18:06:33Z
MyFirstDevice,328,103,0.086,146,44.96804,-94.419256,348,2012-07-29T18:06:34Z
MyFirstDevice,328,100,0.094,146,44.968042,-94.419152,365,2012-07-29T18:06:35Z
MyFirstDevice,328,102,0.103,147,44.968044,-94.419042,329,2012-07-29T18:06:36Z
MyFirstDevice,328,100,0.112,148,44.968046,-94.418933,355,2012-07-29T18:06:37Z
MyFirstDevice,328,102,0.12,149,44.968046,-94.41883,349,2012-07-29T18:06:38Z
MyFirstDevice,328,102,0.129,149,44.968046,-94.418722,349,2012-07-29T18:06:39Z
MyFirstDevice,328,102,0.137,150,44.968045,-94.418614,366,2012-07-29T18:06:40Z
MyFirstDevice,328,102,0.146,151,44.968045,-94.418503,366,2012-07-29T18:06:41Z
MyFirstDevice,328,98,0.154,151,44.968044,-94.418404,385,2012-07-29T18:06:42Z
MyFirstDevice,328,98,0.162,151,44.968043,-94.4183,380,2012-07-29T18:06:43Z
MyFirstDevice,328,100,0.171,151,44.968044,-94.4182,366,2012-07-29T18:06:44Z
MyFirstDevice,328,95,0.179,152,44.968044,-94.418105,398,2012-07-29T18:06:45Z
MyFirstDevice,328,95,0.187,153,44.968044,-94.418001,465,2012-07-29T18:06:46Z
MyFirstDevice,328,96,0.195,153,44.968045,-94.4179,487,2012-07-29T18:06:47Z
MyFirstDevice,328,96,0.203,154,44.968045,-94.4178,487,2012-07-29T18:06:48Z
MyFirstDevice,328,95,0.211,155,44.968045,-94.417699,439,2012-07-29T18:06:49Z
MyFirstDevice,328,95,0.219,155,44.968045,-94.417603,439,2012-07-29T18:06:50Z
MyFirstDevice,328,94,0.227,156,44.968044,-94.417501,448,2012-07-29T18:06:51Z
MyFirstDevice,328,95,0.235,157,44.968045,-94.417398,442,2012-07-29T18:06:52Z
MyFirstDevice,328,95,0.243,157,44.968045,-94.417305,442,2012-07-29T18:06:53Z
MyFirstDevice,328.2000122,94,0.251,158,44.968045,-94.417211,421,2012-07-29T18:06:54Z
MyFirstDevice,328.3999939,92,0.267,159,44.968046,-94.41701,399,2012-07-29T18:06:56Z
MyFirstDevice,328.6000061,92,0.274,160,44.968045,-94.416915,396,2012-07-29T18:06:57Z
MyFirstDevice,329,92,0.281,160,44.968045,-94.416831,370,2012-07-29T18:06:58Z
MyFirstDevice,329,93,0.289,160,44.968044,-94.416732,351,2012-07-29T18:06:59Z
MyFirstDevice,329.2000122,93,0.305,161,44.968042,-94.41653,400,2012-07-29T18:07:01Z
MyFirstDevice,329.3999939,93,0.312,162,44.96804,-94.416435,400,2012-07-29T18:07:02Z
MyFirstDevice,329.3999939,95,0.32,162,44.968039,-94.416336,417,2012-07-29T18:07:03Z
MyFirstDevice,329.3999939,95,0.328,162,44.968038,-94.416233,417,2012-07-29T18:07:04Z
MyFirstDevice,329.3999939,96,0.335,162,44.968036,-94.416129,374,2012-07-29T18:07:05Z
MyFirstDevice,329.6000061,98,0.344,162,44.968035,-94.416022,379,2012-07-29T18:07:06Z
MyFirstDevice,330,98,0.352,163,44.968033,-94.415918,363,2012-07-29T18:07:07Z
MyFirstDevice,330.2000122,99,0.36,163,44.968032,-94.415815,380,2012-07-29T18:07:08Z
MyFirstDevice,330.3999939,99,0.368,163,44.968031,-94.415708,381,2012-07-29T18:07:09Z
MyFirstDevice,330.3999939,98,0.377,163,44.968031,-94.415605,328,2012-07-29T18:07:10Z
MyFirstDevice,330.6000061,99,0.385,163,44.968031,-94.415495,349,2012-07-29T18:07:11Z
MyFirstDevice,331,100,0.393,163,44.968031,-94.415392,372,2012-07-29T18:07:12Z
MyFirstDevice,331,99,0.401,163,44.96803,-94.415282,328,2012-07-29T18:07:13Z
MyFirstDevice,331.2000122,99,0.41,164,44.96803,-94.415175,328,2012-07-29T18:07:14Z
MyFirstDevice,331.2000122,102,0.418,163,44.96803,-94.415069,339,2012-07-29T18:07:15Z
MyFirstDevice,331.3999939,98,0.426,163,44.96803,-94.414963,319,2012-07-29T18:07:16Z
MyFirstDevice,331.3999939,99,0.435,163,44.968031,-94.414858,343,2012-07-29T18:07:17Z
MyFirstDevice,331.3999939,100,0.443,163,44.968032,-94.414754,344,2012-07-29T18:07:18Z
MyFirstDevice,331.3999939,99,0.451,163,44.968032,-94.414652,330,2012-07-29T18:07:19Z
MyFirstDevice,331.3999939,96,0.459,163,44.968033,-94.414548,311,2012-07-29T18:07:20Z
MyFirstDevice,331.6000061,95,0.467,163,44.968034,-94.414449,367,2012-07-29T18:07:21Z
MyFirstDevice,331.6000061,98,0.475,163,44.968034,-94.414345,355,2012-07-29T18:07:22Z
MyFirstDevice,331.6000061,96,0.484,163,44.968034,-94.414244,384,2012-07-29T18:07:23Z
MyFirstDevice,331.6000061,96,0.492,163,44.968034,-94.414143,444,2012-07-29T18:07:24Z
MyFirstDevice,331.6000061,96,0.5,163,44.968033,-94.414041,444,2012-07-29T18:07:25Z
MyFirstDevice,332,96,0.508,163,44.968033,-94.41394,424,2012-07-29T18:07:26Z
MyFirstDevice,332,96,0.516,162,44.968033,-94.41384,424,2012-07-29T18:07:27Z
MyFirstDevice,332,99,0.524,162,44.968033,-94.413733,459,2012-07-29T18:07:28Z
MyFirstDevice,332,96,0.532,162,44.968032,-94.413629,501,2012-07-29T18:07:29Z
MyFirstDevice,332,99,0.54,163,44.968032,-94.413523,439,2012-07-29T18:07:30Z
MyFirstDevice,332,99,0.549,163,44.968031,-94.413417,393,2012-07-29T18:07:31Z
MyFirstDevice,332.2000122,98,0.557,163,44.96803,-94.413314,435,2012-07-29T18:07:32Z
MyFirstDevice,332.3999939,99,0.565,163,44.968029,-94.413215,397,2012-07-29T18:07:33Z
MyFirstDevice,332.3999939,96,0.574,164,44.968028,-94.41311,363,2012-07-29T18:07:34Z
MyFirstDevice,332.6000061,96,0.582,164,44.968027,-94.413008,363,2012-07-29T18:07:35Z
MyFirstDevice,333,95,0.59,164,44.968025,-94.412909,411,2012-07-29T18:07:36Z
MyFirstDevice,333,95,0.598,165,44.968024,-94.412809,411,2012-07-29T18:07:37Z
MyFirstDevice,333.2000122,94,0.606,165,44.968024,-94.412712,429,2012-07-29T18:07:38Z
MyFirstDevice,333.3999939,94,0.614,165,44.968025,-94.412618,429,2012-07-29T18:07:39Z
MyFirstDevice,333.3999939,94,0.622,166,44.968025,-94.412517,412,2012-07-29T18:07:40Z
MyFirstDevice,333.3999939,94,0.629,166,44.968025,-94.412421,412,2012-07-29T18:07:41Z
MyFirstDevice,333.3999939,91,0.637,166,44.968023,-94.412326,380,2012-07-29T18:07:42Z
MyFirstDevice,333.3999939,91,0.645,167,44.968022,-94.412229,391,2012-07-29T18:07:43Z
MyFirstDevice,333.6000061,92,0.653,166,44.968021,-94.412134,391,2012-07-29T18:07:44Z
MyFirstDevice,333.6000061,92,0.66,167,44.96802,-94.412038,388,2012-07-29T18:07:45Z
MyFirstDevice,333.6000061,93,0.668,166,44.968021,-94.411935,393,2012-07-29T18:07:46Z
MyFirstDevice,334,92,0.676,167,44.96802,-94.411839,340,2012-07-29T18:07:47Z
MyFirstDevice,334.3999939,92,0.683,167,44.968016,-94.411739,340,2012-07-29T18:07:48Z
MyFirstDevice,334.3999939,92,0.691,167,44.96801,-94.411639,324,2012-07-29T18:07:49Z
MyFirstDevice,334.3999939,92,0.699,166,44.968002,-94.411541,324,2012-07-29T18:07:50Z
MyFirstDevice,334.6000061,94,0.707,166,44.96799,-94.41144,320,2012-07-29T18:07:51Z
MyFirstDevice,335,94,0.715,167,44.967976,-94.41134,345,2012-07-29T18:07:52Z
MyFirstDevice,335.2000122,95,0.723,166,44.96796,-94.411241,331,2012-07-29T18:07:53Z
MyFirstDevice,335.2000122,95,0.73,166,44.967943,-94.411143,356,2012-07-29T18:07:54Z
MyFirstDevice,335.3999939,98,0.739,167,44.967922,-94.411043,340,2012-07-29T18:07:55Z
MyFirstDevice,335.3999939,98,0.747,166,44.967899,-94.410943,340,2012-07-29T18:07:56Z
MyFirstDevice,335.3999939,96,0.755,166,44.967873,-94.410848,302,2012-07-29T18:07:57Z
MyFirstDevice,335.3999939,96,0.763,166,44.967843,-94.410751,302,2012-07-29T18:07:58Z
MyFirstDevice,335.3999939,98,0.771,166,44.967812,-94.410658,301,2012-07-29T18:07:59Z
MyFirstDevice,335.6000061,99,0.779,166,44.967777,-94.410565,326,2012-07-29T18:08:00Z
MyFirstDevice,335.6000061,94,0.787,165,44.967738,-94.410469,326,2012-07-29T18:08:01Z
MyFirstDevice,335.6000061,91,0.796,165,44.967697,-94.41038,269,2012-07-29T18:08:02Z
MyFirstDevice,336,91,0.804,165,44.967652,-94.41029,269,2012-07-29T18:08:03Z
MyFirstDevice,336,93,0.813,165,44.967603,-94.4102,244,2012-07-29T18:08:04Z
MyFirstDevice,336,93,0.821,165,44.967554,-94.410116,256,2012-07-29T18:08:05Z
MyFirstDevice,336,92,0.83,164,44.967504,-94.410036,252,2012-07-29T18:08:06Z
MyFirstDevice,336,93,0.838,164,44.967448,-94.409952,268,2012-07-29T18:08:07Z
MyFirstDevice,336,93,0.847,164,44.967394,-94.409876,266,2012-07-29T18:08:08Z
MyFirstDevice,336.2000122,94,0.856,163,44.967336,-94.409802,284,2012-07-29T18:08:09Z
MyFirstDevice,336.2000122,94,0.864,163,44.967275,-94.409732,267,2012-07-29T18:08:10Z
MyFirstDevice,336.2000122,93,0.873,163,44.967211,-94.409668,256,2012-07-29T18:08:11Z
MyFirstDevice,336.2000122,98,0.882,163,44.967141,-94.409603,265,2012-07-29T18:08:12Z
MyFirstDevice,336.2000122,98,0.891,162,44.967073,-94.409549,265,2012-07-29T18:08:13Z
MyFirstDevice,336.2000122,98,0.9,163,44.967001,-94.409493,282,2012-07-29T18:08:14Z
MyFirstDevice,336.2000122,98,0.909,162,44.966928,-94.409441,282,2012-07-29T18:08:15Z
MyFirstDevice,336.2000122,98,0.918,162,44.966851,-94.409389,263,2012-07-29T18:08:16Z
MyFirstDevice,336.2000122,99,0.927,162,44.966772,-94.409341,285,2012-07-29T18:08:17Z
MyFirstDevice,336.2000122,104,0.936,162,44.966694,-94.4093,254,2012-07-29T18:08:18Z
MyFirstDevice,336,104,0.946,162,44.966609,-94.409264,254,2012-07-29T18:08:19Z
MyFirstDevice,335.6000061,100,0.955,162,44.966526,-94.409235,271,2012-07-29T18:08:20Z
MyFirstDevice,335.3999939,106,0.965,162,44.966439,-94.409211,291,2012-07-29T18:08:21Z
MyFirstDevice,335.3999939,106,0.974,162,44.966347,-94.409191,291,2012-07-29T18:08:22Z
MyFirstDevice,335.3999939,110,0.984,161,44.966257,-94.409176,274,2012-07-29T18:08:23Z
MyFirstDevice,335.2000122,110,0.994,161,44.966165,-94.409164,274,2012-07-29T18:08:24Z
MyFirstDevice,335,81,1.004,161,44.966068,-94.409158,290,2012-07-29T18:08:25Z
MyFirstDevice,334.3999939,99,1.014,160,44.965976,-94.409156,263,2012-07-29T18:08:26Z
MyFirstDevice,334.2000122,99,1.025,160,44.965882,-94.409155,263,2012-07-29T18:08:27Z
MyFirstDevice,334,99,1.035,160,44.965782,-94.409155,321,2012-07-29T18:08:28Z
MyFirstDevice,333.6000061,99,1.046,160,44.965689,-94.409154,321,2012-07-29T18:08:29Z
MyFirstDevice,333.3999939,100,1.056,160,44.965591,-94.409153,327,2012-07-29T18:08:30Z
MyFirstDevice,333,100,1.066,160,44.965497,-94.409151,327,2012-07-29T18:08:31Z
MyFirstDevice,332.3999939,100,1.077,159,44.965401,-94.40915,325,2012-07-29T18:08:32Z
MyFirstDevice,332.2000122,100,1.087,159,44.965308,-94.409149,306,2012-07-29T18:08:33Z
MyFirstDevice,332,100,1.098,160,44.965215,-94.409149,351,2012-07-29T18:08:34Z
MyFirstDevice,331.3999939,100,1.108,160,44.965122,-94.409147,434,2012-07-29T18:08:35Z
MyFirstDevice,331.3999939,100,1.118,160,44.965032,-94.409146,434,2012-07-29T18:08:36Z
MyFirstDevice,331.2000122,96,1.128,160,44.964945,-94.409146,417,2012-07-29T18:08:37Z
MyFirstDevice,331,96,1.138,161,44.96486,-94.409145,417,2012-07-29T18:08:38Z
MyFirstDevice,330.6000061,99,1.148,161,44.964777,-94.409145,417,2012-07-29T18:08:39Z
MyFirstDevice,330.3999939,99,1.158,162,44.964694,-94.409146,417,2012-07-29T18:08:40Z
MyFirstDevice,330.3999939,99,1.167,162,44.964611,-94.409145,444,2012-07-29T18:08:41Z
MyFirstDevice,330.3999939,99,1.176,162,44.964528,-94.409145,444,2012-07-29T18:08:42Z
MyFirstDevice,330.3999939,99,1.185,162,44.964444,-94.409145,405,2012-07-29T18:08:43Z
MyFirstDevice,330.2000122,99,1.195,163,44.964364,-94.409144,405,2012-07-29T18:08:44Z
MyFirstDevice,330.2000122,96,1.204,163,44.964285,-94.409143,397,2012-07-29T18:08:45Z
MyFirstDevice,330,96,1.213,163,44.964202,-94.409142,380,2012-07-29T18:08:46Z
MyFirstDevice,330,96,1.222,163,44.964124,-94.40914,380,2012-07-29T18:08:47Z
MyFirstDevice,329.6000061,96,1.231,164,44.964045,-94.409138,371,2012-07-29T18:08:48Z
MyFirstDevice,329.6000061,110,1.239,163,44.963967,-94.409138,421,2012-07-29T18:08:49Z
MyFirstDevice,329.6000061,110,1.248,164,44.963893,-94.409138,421,2012-07-29T18:08:50Z
MyFirstDevice,329.6000061,110,1.256,164,44.96382,-94.409138,445,2012-07-29T18:08:51Z
MyFirstDevice,329.3999939,110,1.265,164,44.963745,-94.409137,445,2012-07-29T18:08:52Z
MyFirstDevice,329.3999939,107,1.273,164,44.963673,-94.409137,436,2012-07-29T18:08:53Z
MyFirstDevice,329.3999939,107,1.282,164,44.963599,-94.409136,441,2012-07-29T18:08:54Z
MyFirstDevice,329.3999939,106,1.29,164,44.96353,-94.409136,459,2012-07-29T18:08:55Z
MyFirstDevice,329.3999939,104,1.298,164,44.96346,-94.409136,478,2012-07-29T18:08:56Z
MyFirstDevice,329.3999939,103,1.306,164,44.963393,-94.409136,518,2012-07-29T18:08:57Z
MyFirstDevice,329.3999939,103,1.313,164,44.963321,-94.409136,518,2012-07-29T18:08:58Z
MyFirstDevice,329.3999939,104,1.321,164,44.963251,-94.409137,517,2012-07-29T18:08:59Z
MyFirstDevice,329.3999939,104,1.329,164,44.963181,-94.409138,517,2012-07-29T18:09:00Z
MyFirstDevice,329.3999939,103,1.337,164,44.963111,-94.409139,537,2012-07-29T18:09:01Z
MyFirstDevice,329.3999939,102,1.353,165,44.962969,-94.409137,543,2012-07-29T18:09:03Z
MyFirstDevice,329.3999939,102,1.361,166,44.9629,-94.409136,467,2012-07-29T18:09:04Z
MyFirstDevice,329.3999939,102,1.369,166,44.962828,-94.409135,467,2012-07-29T18:09:05Z
MyFirstDevice,329.6000061,102,1.376,167,44.962762,-94.409136,467,2012-07-29T18:09:06Z
MyFirstDevice,330,100,1.386,167,44.962682,-94.409134,534,2012-07-29T18:09:07Z
MyFirstDevice,330,100,1.392,167,44.962626,-94.40913,534,2012-07-29T18:09:08Z
MyFirstDevice,330.3999939,98,1.407,163,44.962493,-94.409112,472,2012-07-29T18:09:10Z
MyFirstDevice,330.3999939,99,1.414,164,44.962432,-94.409098,417,2012-07-29T18:09:11Z
MyFirstDevice,330.3999939,95,1.422,165,44.962363,-94.40908,468,2012-07-29T18:09:12Z
MyFirstDevice,330.3999939,95,1.429,166,44.962307,-94.409062,468,2012-07-29T18:09:13Z
MyFirstDevice,330.3999939,95,1.436,167,44.962244,-94.409041,468,2012-07-29T18:09:14Z
MyFirstDevice,330.6000061,94,1.444,167,44.962183,-94.409017,458,2012-07-29T18:09:15Z
MyFirstDevice,330.6000061,94,1.451,167,44.962122,-94.408989,458,2012-07-29T18:09:16Z
MyFirstDevice,331,94,1.458,167,44.962063,-94.408954,394,2012-07-29T18:09:17Z
MyFirstDevice,331.2000122,94,1.465,168,44.962008,-94.408917,412,2012-07-29T18:09:18Z
MyFirstDevice,331.3999939,93,1.473,169,44.96195,-94.408874,420,2012-07-29T18:09:19Z
MyFirstDevice,331.3999939,94,1.48,169,44.961896,-94.408833,429,2012-07-29T18:09:20Z
MyFirstDevice,331.6000061,93,1.487,169,44.96184,-94.408792,430,2012-07-29T18:09:21Z
MyFirstDevice,332,93,1.494,170,44.961784,-94.408747,417,2012-07-29T18:09:22Z
MyFirstDevice,332.2000122,92,1.501,170,44.961731,-94.408703,393,2012-07-29T18:09:23Z
MyFirstDevice,332.2000122,92,1.508,170,44.961679,-94.408655,393,2012-07-29T18:09:24Z
MyFirstDevice,332.3999939,90,1.515,170,44.961631,-94.408605,411,2012-07-29T18:09:25Z
MyFirstDevice,332.6000061,90,1.522,170,44.961581,-94.408551,411,2012-07-29T18:09:26Z
MyFirstDevice,333,91,1.529,171,44.961534,-94.408497,416,2012-07-29T18:09:27Z
MyFirstDevice,333.2000122,88,1.535,171,44.961487,-94.408437,412,2012-07-29T18:09:28Z
MyFirstDevice,333.3999939,91,1.542,171,44.961441,-94.408375,400,2012-07-29T18:09:29Z
MyFirstDevice,333.6000061,92,1.549,171,44.961396,-94.408309,372,2012-07-29T18:09:30Z
MyFirstDevice,334,92,1.556,171,44.961351,-94.408243,372,2012-07-29T18:09:31Z
MyFirstDevice,334.2000122,93,1.564,171,44.961306,-94.408173,369,2012-07-29T18:09:32Z
MyFirstDevice,334.2000122,95,1.571,171,44.961263,-94.408102,432,2012-07-29T18:09:33Z
MyFirstDevice,334.3999939,95,1.578,171,44.96122,-94.408029,401,2012-07-29T18:09:34Z
MyFirstDevice,334.3999939,96,1.585,171,44.961178,-94.407953,402,2012-07-29T18:09:35Z
MyFirstDevice,334.3999939,98,1.593,171,44.961136,-94.407873,373,2012-07-29T18:09:36Z
MyFirstDevice,334.6000061,98,1.6,170,44.961095,-94.40779,373,2012-07-29T18:09:37Z
MyFirstDevice,334.6000061,102,1.608,170,44.961058,-94.407707,430,2012-07-29T18:09:38Z
MyFirstDevice,335,102,1.615,170,44.96102,-94.407615,430,2012-07-29T18:09:39Z
MyFirstDevice,335,96,1.623,169,44.960986,-94.407519,404,2012-07-29T18:09:40Z
MyFirstDevice,335,96,1.631,169,44.960957,-94.407423,404,2012-07-29T18:09:41Z
MyFirstDevice,335.2000122,98,1.64,169,44.960928,-94.407318,317,2012-07-29T18:09:42Z
MyFirstDevice,335.2000122,102,1.648,169,44.960904,-94.407221,359,2012-07-29T18:09:43Z
MyFirstDevice,335.2000122,102,1.656,168,44.960879,-94.407112,359,2012-07-29T18:09:44Z
MyFirstDevice,335.2000122,106,1.665,168,44.960858,-94.407006,352,2012-07-29T18:09:45Z
MyFirstDevice,335.3999939,106,1.673,168,44.960839,-94.406896,352,2012-07-29T18:09:46Z
MyFirstDevice,335.3999939,99,1.682,169,44.960825,-94.406781,357,2012-07-29T18:09:47Z
MyFirstDevice,335.3999939,96,1.691,168,44.960815,-94.406668,330,2012-07-29T18:09:48Z
MyFirstDevice,335.3999939,96,1.7,169,44.96081,-94.406553,299,2012-07-29T18:09:49Z
MyFirstDevice,335.3999939,96,1.709,169,44.960807,-94.406433,299,2012-07-29T18:09:50Z
MyFirstDevice,335.3999939,102,1.718,169,44.960806,-94.406319,349,2012-07-29T18:09:51Z
MyFirstDevice,335.3999939,102,1.727,169,44.960806,-94.406199,349,2012-07-29T18:09:52Z
MyFirstDevice,335.3999939,99,1.736,169,44.960806,-94.406079,296,2012-07-29T18:09:53Z
MyFirstDevice,335.3999939,99,1.746,169,44.960808,-94.405959,296,2012-07-29T18:09:54Z
MyFirstDevice,335.3999939,104,1.755,170,44.96081,-94.405838,309,2012-07-29T18:09:55Z
MyFirstDevice,335.3999939,103,1.765,170,44.960813,-94.405716,322,2012-07-29T18:09:56Z
MyFirstDevice,335.3999939,103,1.774,169,44.960815,-94.405599,322,2012-07-29T18:09:57Z
MyFirstDevice,335.3999939,102,1.784,170,44.960816,-94.405474,278,2012-07-29T18:09:58Z
MyFirstDevice,335.3999939,103,1.793,169,44.960815,-94.40535,304,2012-07-29T18:09:59Z
MyFirstDevice,335.3999939,103,1.803,169,44.960814,-94.405224,304,2012-07-29T18:10:00Z
MyFirstDevice,335.3999939,102,1.813,169,44.960811,-94.405098,285,2012-07-29T18:10:01Z
MyFirstDevice,335.3999939,102,1.822,169,44.960807,-94.40497,285,2012-07-29T18:10:02Z
MyFirstDevice,335.3999939,96,1.832,169,44.960804,-94.404846,292,2012-07-29T18:10:03Z
MyFirstDevice,335.3999939,98,1.842,169,44.960803,-94.404714,345,2012-07-29T18:10:04Z
MyFirstDevice,335.3999939,99,1.852,168,44.960803,-94.404584,375,2012-07-29T18:10:05Z
MyFirstDevice,335.3999939,99,1.863,168,44.960803,-94.404453,322,2012-07-29T18:10:06Z
MyFirstDevice,335.3999939,100,1.873,168,44.960803,-94.404326,332,2012-07-29T18:10:07Z
MyFirstDevice,335.3999939,103,1.883,168,44.960803,-94.404194,338,2012-07-29T18:10:08Z
MyFirstDevice,335.3999939,103,1.893,167,44.960803,-94.404064,338,2012-07-29T18:10:09Z
MyFirstDevice,335.3999939,99,1.904,167,44.960803,-94.403936,294,2012-07-29T18:10:10Z
MyFirstDevice,335.3999939,99,1.914,168,44.960803,-94.403801,320,2012-07-29T18:10:11Z
MyFirstDevice,335.3999939,100,1.924,167,44.960803,-94.403673,294,2012-07-29T18:10:12Z
MyFirstDevice,335.3999939,100,1.935,167,44.960803,-94.403533,309,2012-07-29T18:10:13Z
MyFirstDevice,335.3999939,100,1.945,167,44.960803,-94.403401,313,2012-07-29T18:10:14Z
MyFirstDevice,335.3999939,102,1.956,167,44.960804,-94.403267,297,2012-07-29T18:10:15Z
MyFirstDevice,335.3999939,106,1.967,166,44.960806,-94.403123,325,2012-07-29T18:10:16Z
MyFirstDevice,335.3999939,103,1.978,166,44.960807,-94.402977,315,2012-07-29T18:10:17Z
MyFirstDevice,335.2000122,107,1.989,166,44.960808,-94.402833,285,2012-07-29T18:10:18Z
MyFirstDevice,335,107,2.001,166,44.960807,-94.402686,285,2012-07-29T18:10:19Z
MyFirstDevice,335,103,2.012,166,44.960805,-94.402538,313,2012-07-29T18:10:20Z
MyFirstDevice,334.6000061,104,2.024,166,44.960804,-94.402392,328,2012-07-29T18:10:21Z
MyFirstDevice,334.3999939,103,2.035,166,44.960803,-94.402241,368,2012-07-29T18:10:22Z
MyFirstDevice,334.3999939,103,2.047,166,44.960802,-94.40209,368,2012-07-29T18:10:23Z
MyFirstDevice,334.3999939,107,2.059,166,44.960802,-94.401942,510,2012-07-29T18:10:24Z
MyFirstDevice,334.3999939,106,2.07,166,44.960802,-94.401793,449,2012-07-29T18:10:25Z
MyFirstDevice,334,109,2.082,166,44.960801,-94.401643,460,2012-07-29T18:10:26Z
MyFirstDevice,333.6000061,107,2.094,166,44.960799,-94.401496,507,2012-07-29T18:10:27Z
MyFirstDevice,333.3999939,109,2.106,166,44.960796,-94.40135,412,2012-07-29T18:10:28Z
MyFirstDevice,333.2000122,104,2.118,166,44.960793,-94.4012,399,2012-07-29T18:10:29Z
MyFirstDevice,333,106,2.129,167,44.960791,-94.40106,339,2012-07-29T18:10:30Z
MyFirstDevice,333,103,2.141,167,44.96079,-94.400921,420,2012-07-29T18:10:31Z
MyFirstDevice,332.6000061,102,2.152,167,44.960789,-94.400778,407,2012-07-29T18:10:32Z
MyFirstDevice,332.3999939,102,2.163,167,44.960788,-94.400646,407,2012-07-29T18:10:33Z
MyFirstDevice,332.3999939,99,2.174,167,44.960787,-94.400514,421,2012-07-29T18:10:34Z
MyFirstDevice,332.3999939,99,2.185,167,44.960786,-94.40038,379,2012-07-29T18:10:35Z
MyFirstDevice,332.2000122,95,2.195,167,44.960786,-94.400253,361,2012-07-29T18:10:36Z
MyFirstDevice,332.2000122,95,2.205,167,44.960785,-94.400125,385,2012-07-29T18:10:37Z
MyFirstDevice,332,91,2.215,167,44.960786,-94.400002,343,2012-07-29T18:10:38Z
MyFirstDevice,332,88,2.225,167,44.960787,-94.399885,316,2012-07-29T18:10:39Z
MyFirstDevice,332,92,2.235,167,44.960786,-94.399764,270,2012-07-29T18:10:40Z
MyFirstDevice,331.6000061,92,2.245,167,44.960785,-94.399648,270,2012-07-29T18:10:41Z
MyFirstDevice,331.6000061,117,2.254,167,44.960784,-94.399536,112,2012-07-29T18:10:42Z
MyFirstDevice,331.6000061,156,2.263,167,44.960784,-94.399431,94,2012-07-29T18:10:43Z
MyFirstDevice,331.6000061,123,2.272,167,44.960787,-94.399325,87,2012-07-29T18:10:44Z
MyFirstDevice,331.3999939,129,2.28,167,44.96079,-94.39924,84,2012-07-29T18:10:45Z
MyFirstDevice,331.3999939,123,2.288,167,44.960791,-94.399155,74,2012-07-29T18:10:46Z
MyFirstDevice,331.3999939,123,2.295,167,44.960795,-94.399089,74,2012-07-29T18:10:47Z
MyFirstDevice,331.3999939,107,2.302,166,44.960812,-94.399056,53,2012-07-29T18:10:48Z
MyFirstDevice,331.3999939,109,2.307,166,44.960825,-94.399062,37,2012-07-29T18:10:49Z
MyFirstDevice,331.3999939,74,2.31,164,44.960836,-94.399097,32,2012-07-29T18:10:50Z
MyFirstDevice,331.3999939,70,2.313,162,44.960841,-94.399146,80,2012-07-29T18:10:51Z
MyFirstDevice,331.3999939,87,2.316,162,44.960839,-94.399205,212,2012-07-29T18:10:52Z
MyFirstDevice,331.3999939,76,2.319,161,44.960833,-94.399259,78,2012-07-29T18:10:53Z
MyFirstDevice,331.3999939,76,2.322,160,44.960829,-94.399308,78,2012-07-29T18:10:54Z
MyFirstDevice,331.3999939,83,2.325,160,44.960828,-94.399364,222,2012-07-29T18:10:55Z
MyFirstDevice,331.3999939,83,2.328,160,44.96083,-94.399426,222,2012-07-29T18:10:56Z
MyFirstDevice,331.3999939,46,2.331,160,44.960829,-94.399493,466,2012-07-29T18:10:57Z
MyFirstDevice,331.3999939,63,2.336,160,44.960825,-94.399579,561,2012-07-29T18:10:58Z
MyFirstDevice,331.3999939,72,2.342,159,44.960824,-94.39967,550,2012-07-29T18:10:59Z
MyFirstDevice,331.3999939,86,2.349,159,44.960822,-94.39977,503,2012-07-29T18:11:00Z
MyFirstDevice,331.3999939,86,2.356,159,44.960821,-94.399871,503,2012-07-29T18:11:01Z
MyFirstDevice,331.3999939,91,2.363,159,44.960821,-94.399976,348,2012-07-29T18:11:02Z
MyFirstDevice,331.3999939,91,2.371,159,44.960824,-94.400076,323,2012-07-29T18:11:03Z
MyFirstDevice,331.3999939,92,2.378,159,44.960827,-94.400175,375,2012-07-29T18:11:04Z
MyFirstDevice,331.3999939,96,2.386,159,44.960831,-94.400283,391,2012-07-29T18:11:05Z
MyFirstDevice,331.3999939,96,2.394,160,44.960833,-94.400389,391,2012-07-29T18:11:06Z
MyFirstDevice,331.3999939,100,2.402,160,44.960835,-94.400498,329,2012-07-29T18:11:07Z
MyFirstDevice,331.3999939,103,2.411,160,44.960837,-94.400611,281,2012-07-29T18:11:08Z
MyFirstDevice,331.3999939,102,2.419,160,44.960836,-94.400723,350,2012-07-29T18:11:09Z
MyFirstDevice,331.3999939,98,2.428,161,44.960836,-94.400841,361,2012-07-29T18:11:10Z
MyFirstDevice,331.3999939,99,2.437,160,44.960836,-94.400964,314,2012-07-29T18:11:11Z
